name,time,BatV,Door_status,EXTI_Trigger,Hum_SHT31,TempC_SHT31,alt1,alt2,bw,chan1,f_cnt,freq1,gw1,gw2,lat1,lat2,lon1,lon2,rssi1,rssi2,rx_time1,sf,snr1,snr2
s31lb,1748483235577976540,3.6,OPEN,FALSE,94.7,8,0,0,125000,2,3772,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-98,-118,2025-05-29T01:47:15.296Z,7,7.8,-0.5
s31lb,1748484435382046556,3.6,OPEN,FALSE,94.8,7.8,0,0,125000,2,3773,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-116,2025-05-29T02:07:15.094Z,7,7.8,-0.2
s31lb,1748485635189278025,3.6,OPEN,FALSE,95,7.7,0,0,125000,7,3774,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-98,2025-05-29T02:27:14.892Z,7,-2.2,7.8
s31lb,1748486834975171824,3.6,OPEN,FALSE,94.9,7.6,0,0,125000,0,3775,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-99,-119,2025-05-29T02:47:14.689Z,7,9.2,-8.2
s31lb,1748488034739126136,3.6,OPEN,FALSE,94.9,7.5,0,0,125000,5,3776,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-100,2025-05-29T03:07:14.487Z,7,-0.8,9.2
s31lb,1748489234546508303,3.6,OPEN,FALSE,95.2,7.5,0,0,125000,6,3777,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-97,2025-05-29T03:27:14.285Z,7,-1.5,9.2
s31lb,1748490434354675926,3.6,OPEN,FALSE,95,7.6,0,0,125000,3,3778,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-100,2025-05-29T03:47:14.083Z,7,0.5,9.5
s31lb,1748491634162266214,3.6,OPEN,FALSE,95.4,8,0,0,125000,5,3779,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-101,2025-05-29T04:07:13.881Z,7,-2.5,9
s31lb,1748492833976818929,3.6,OPEN,FALSE,96.2,8.6,0,0,125000,2,3780,0,eui-00007076ff031372,unknown,0,0,0,0,-100,0,2025-05-29T04:27:13.678Z,7,7.8,0
s31lb,1748494033720311468,3.6,OPEN,FALSE,96.3,9.3,0,0,125000,3,3781,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-109,2025-05-29T04:47:13.475Z,7,9.2,-7
s31lb,1748495233494096587,3.6,OPEN,FALSE,95.2,9.6,0,0,125000,0,3782,0,eui-00007076ff031358,eui-00007076ff031372,0,0,0,0,-120,-100,2025-05-29T05:07:13.271Z,7,-7,8
s31lb,1748496433308549062,3.6,OPEN,FALSE,94.8,10.2,0,0,125000,0,3783,0,eui-00007076ff031358,eui-00007076ff031372,0,0,0,0,-119,-102,2025-05-29T05:27:13.067Z,7,-7.8,9.5
s31lb,1748497633104561843,3.6,OPEN,FALSE,91.9,10.8,0,0,125000,5,3784,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-119,2025-05-29T05:47:12.862Z,7,9.5,-2.8
s31lb,1748498832882166308,3.6,OPEN,FALSE,89.7,11.5,0,0,125000,7,3785,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-119,2025-05-29T06:07:12.656Z,7,7.2,-2
s31lb,1748500032698271281,3.6,OPEN,FALSE,86.7,11.8,0,0,125000,4,3786,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-119,2025-05-29T06:27:12.451Z,7,9.2,-1.5
s31lb,1748501232505118607,3.6,OPEN,FALSE,84,12.1,0,0,125000,4,3787,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-29T06:47:12.244Z,7,8.8,0
s31lb,1748502432324700163,3.6,OPEN,FALSE,80.5,12.6,0,0,125000,1,3788,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-101,2025-05-29T07:07:12.037Z,7,2,9.2
s31lb,1748503632096921098,3.606,OPEN,FALSE,78,12.8,0,0,125000,3,3789,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-117,2025-05-29T07:27:11.831Z,7,8.8,1.8
s31lb,1748504831850997921,3.606,OPEN,FALSE,74,13.1,0,0,125000,7,3790,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-118,2025-05-29T07:47:11.624Z,7,7,-2.5
s31lb,1748506031683341115,3.6,OPEN,FALSE,71.7,13.6,0,0,125000,0,3791,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-29T08:07:11.417Z,7,7.8,0
s31lb,1748507231463657070,3.6,OPEN,FALSE,71.8,13.7,0,0,125000,5,3792,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-104,-116,2025-05-29T08:27:11.210Z,7,9,1
s31lb,1748508431242851238,3.6,OPEN,FALSE,68.2,14.2,0,0,125000,6,3793,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-116,2025-05-29T08:47:11.002Z,7,9.5,2.2
s31lb,1748509631029257082,3.606,OPEN,FALSE,65.5,14.3,0,0,125000,3,3794,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-118,2025-05-29T09:07:10.794Z,7,8.8,0.2
s31lb,1748510830863919831,3.606,OPEN,FALSE,61,15.2,0,0,125000,5,3795,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-119,2025-05-29T09:27:10.585Z,7,10,-3.2
s31lb,1748512030655389673,3.606,OPEN,FALSE,67.2,14.6,0,0,125000,2,3796,0,eui-00007076ff031372,unknown,0,0,0,0,-104,0,2025-05-29T09:47:10.377Z,7,7,0
s31lb,1748513230488431255,3.606,OPEN,FALSE,64.3,14.9,0,0,125000,2,3797,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-101,-118,2025-05-29T10:07:10.168Z,7,8,-8.8
s31lb,1748514430274937434,3.606,OPEN,FALSE,56.8,15.4,0,0,125000,0,3798,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-115,2025-05-29T10:27:09.959Z,7,9.2,2.5
s31lb,1748515630061243949,3.606,OPEN,FALSE,57.7,15.3,0,0,125000,0,3799,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-118,2025-05-29T10:47:09.750Z,7,10,2.5
s31lb,1748516829864374855,3.606,OPEN,FALSE,60.5,15.5,0,0,125000,6,3800,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-110,2025-05-29T11:07:09.540Z,7,10.8,3.2
s31lb,1748518029632236750,3.606,OPEN,FALSE,65.6,15.5,0,0,125000,6,3801,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-115,2025-05-29T11:27:09.332Z,7,8.5,-4.5
s31lb,1748519229430114120,3.6,OPEN,FALSE,64,15.5,0,0,125000,4,3802,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-29T11:47:09.122Z,7,9.5,0
s31lb,1748520429208571461,3.606,OPEN,FALSE,67.1,15.5,0,0,125000,5,3803,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-106,-117,2025-05-29T12:07:08.913Z,7,9.2,3
s31lb,1748521628981990334,3.606,OPEN,FALSE,70,15.6,0,0,125000,1,3804,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-98,-116,2025-05-29T12:27:08.705Z,7,9,-0.5
s31lb,1748522828745513986,3.606,OPEN,FALSE,68.8,15.7,0,0,125000,3,3805,0,eui-00007076ff031372,unknown,0,0,0,0,-100,0,2025-05-29T12:47:08.496Z,7,9.5,0
s31lb,1748524028502832992,3.606,OPEN,FALSE,62.9,15.5,0,0,125000,0,3806,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-29T13:07:08.287Z,7,7.8,0
s31lb,1748525228370336949,3.606,OPEN,FALSE,62.8,15.1,0,0,125000,1,3807,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-107,-117,2025-05-29T13:27:08.078Z,7,7.5,0
s31lb,1748526428185107694,3.606,OPEN,FALSE,70.4,14.8,0,0,125000,6,3808,0,eui-00007076ff031372,unknown,0,0,0,0,-100,0,2025-05-29T13:47:07.870Z,7,9.2,0
s31lb,1748527628005178856,3.606,OPEN,FALSE,76,14.1,0,0,125000,6,3809,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-98,-118,2025-05-29T14:07:07.661Z,7,9.2,1.8
s31lb,1748528827757696216,3.606,OPEN,FALSE,78.2,13.5,0,0,125000,4,3810,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-119,2025-05-29T14:27:07.454Z,7,8.8,0.5
s31lb,1748530027573073398,3.606,OPEN,FALSE,81.9,13.4,0,0,125000,4,3811,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-101,2025-05-29T14:47:07.247Z,7,-0.5,8.5
s31lb,1748531227372320988,3.606,OPEN,FALSE,86.6,13,0,0,125000,2,3812,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-118,2025-05-29T15:07:07.039Z,7,7.8,-3.2
s31lb,1748532427124402200,3.606,OPEN,FALSE,87.1,13,0,0,125000,3,3813,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-117,-100,2025-05-29T15:27:06.831Z,7,1,9.5
s31lb,1748533626910639908,3.6,OPEN,FALSE,89.1,13,0,0,125000,7,3814,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-116,2025-05-29T15:47:06.624Z,7,7.5,0.5
s31lb,1748534826710110605,3.606,OPEN,FALSE,90.2,12.9,0,0,125000,1,3815,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-117,2025-05-29T16:07:06.417Z,7,5.5,-2
s31lb,1748536026509021197,3.606,OPEN,FALSE,92.3,12.6,0,0,125000,6,3816,0,eui-00007076ff031372,unknown,0,0,0,0,-100,0,2025-05-29T16:27:06.210Z,7,8.5,0
s31lb,1748537226298527825,3.6,OPEN,FALSE,94.3,12.6,0,0,125000,7,3817,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-118,2025-05-29T16:47:06.002Z,7,7.2,-1
s31lb,1748538426100008420,3.6,OPEN,FALSE,94.8,12.8,0,0,125000,4,3818,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-104,-118,2025-05-29T17:07:05.796Z,7,9.2,2
s31lb,1748539625880387676,3.6,OPEN,FALSE,95.4,12.7,0,0,125000,4,3819,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-29T17:27:05.589Z,7,10.2,0
s31lb,1748540825666254695,3.6,OPEN,FALSE,95.9,12.7,0,0,125000,2,3820,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-118,2025-05-29T17:47:05.381Z,7,8,-5.5
s31lb,1748542025474833457,3.6,OPEN,FALSE,96.5,12.7,0,0,125000,2,3821,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-101,2025-05-29T18:07:05.174Z,7,-5.2,6
s31lb,1748543225267337458,3.606,OPEN,FALSE,96.9,12.7,0,0,125000,7,3822,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-118,2025-05-29T18:27:04.968Z,7,7.8,-5
s31lb,1748544425044824442,3.6,OPEN,FALSE,97.3,12.7,0,0,125000,1,3823,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-102,2025-05-29T18:47:04.761Z,7,-5.5,9.2
s31lb,1748545624851119643,3.6,OPEN,FALSE,97.7,12.8,0,0,125000,6,3824,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-29T19:07:04.554Z,7,8.2,0
s31lb,1748546824647723514,3.6,OPEN,FALSE,97.9,12.9,0,0,125000,6,3825,0,eui-00007076ff031372,unknown,0,0,0,0,-98,0,2025-05-29T19:27:04.348Z,7,9.5,0
s31lb,1748548024440383106,3.606,OPEN,FALSE,98.2,13.1,0,0,125000,4,3826,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-29T19:47:04.141Z,7,8.8,0
s31lb,1748549224224357083,3.6,OPEN,FALSE,98.4,13.4,0,0,125000,4,3827,0,eui-00007076ff031372,unknown,0,0,0,0,-104,0,2025-05-29T20:07:03.934Z,7,9.2,0
s31lb,1748550424026090706,3.6,OPEN,FALSE,98.6,13.8,0,0,125000,2,3828,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-118,2025-05-29T20:27:03.727Z,7,7,-2.2
s31lb,1748551623807205153,3.606,OPEN,FALSE,98.8,14,0,0,125000,2,3829,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-117,2025-05-29T20:47:03.520Z,7,6.8,-6.2
s31lb,1748552823605399149,3.6,OPEN,FALSE,98.9,14.1,0,0,125000,0,3830,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-29T21:07:03.312Z,7,8,0
s31lb,1748554023398813191,3.6,OPEN,FALSE,99,14.2,0,0,125000,0,3831,0,eui-00007076ff031372,unknown,0,0,0,0,-104,0,2025-05-29T21:27:03.103Z,7,9.5,0
s31lb,1748555223188111771,3.606,OPEN,FALSE,99.1,14.3,0,0,125000,5,3832,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-106,-119,2025-05-29T21:47:02.895Z,7,8.5,-1
s31lb,1748556422988075107,3.606,OPEN,FALSE,99.2,14.3,0,0,125000,6,3833,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-119,2025-05-29T22:07:02.686Z,7,10,-5
s31lb,1748557622788554384,3.606,OPEN,FALSE,99.3,14.3,0,0,125000,4,3834,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-118,2025-05-29T22:27:02.479Z,7,8.8,-2
s31lb,1748558822564360261,3.606,OPEN,FALSE,99.3,14.2,0,0,125000,4,3835,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-119,2025-05-29T22:47:02.270Z,7,9.8,-4
s31lb,1748560022360039740,3.6,OPEN,FALSE,99.4,14.1,0,0,125000,2,3836,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-115,2025-05-29T23:07:02.062Z,7,7.5,-4.2
s31lb,1748561222143278890,3.606,OPEN,FALSE,99.5,14.1,0,0,125000,3,3837,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-101,2025-05-29T23:27:01.855Z,7,-2.8,9.2
s31lb,1748562421940032764,3.606,OPEN,FALSE,99.5,14,0,0,125000,0,3838,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-119,2025-05-29T23:47:01.647Z,7,9.5,-2
s31lb,1748563621725939033,3.606,OPEN,FALSE,99.5,14,0,0,125000,1,3839,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-117,-101,2025-05-30T00:07:01.439Z,7,-8.8,7.5
s31lb,1748564821537011760,3.606,OPEN,FALSE,99.6,13.9,0,0,125000,5,3840,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-119,2025-05-30T00:27:01.238Z,7,9.5,-4
s31lb,1748566021331878317,3.6,OPEN,FALSE,99.6,13.8,0,0,125000,7,3841,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-30T00:47:01.024Z,7,7.5,0
s31lb,1748567221113511279,3.606,OPEN,FALSE,99.6,13.8,0,0,125000,3,3842,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-120,-101,2025-05-30T01:07:00.816Z,7,-7,10.2
s31lb,1748568420910836599,3.606,OPEN,FALSE,99.7,13.8,0,0,125000,4,3843,0,eui-00007076ff031372,unknown,0,0,0,0,-104,0,2025-05-30T01:27:00.609Z,7,8.8,0
s31lb,1748569620700302111,3.6,OPEN,FALSE,99.7,13.9,0,0,125000,2,3844,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-119,-104,2025-05-30T01:47:00.402Z,7,-5.2,7.5
s31lb,1748570820474200616,3.606,OPEN,FALSE,99.8,13.8,0,0,125000,3,3845,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-102,2025-05-30T02:07:00.194Z,7,-7.5,9
s31lb,1748572020283196482,3.6,OPEN,FALSE,99.8,13.8,0,0,125000,0,3846,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-120,-101,2025-05-30T02:26:59.986Z,7,-2,8.8
s31lb,1748573220071208150,3.606,OPEN,FALSE,99.8,13.8,0,0,125000,1,3847,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-120,2025-05-30T02:46:59.779Z,7,11,-7.8
s31lb,1748574419868408584,3.6,OPEN,FALSE,99.8,13.7,0,0,125000,6,3848,0,eui-00007076ff031372,unknown,0,0,0,0,-98,0,2025-05-30T03:06:59.571Z,7,9,0
s31lb,1748575619661562511,3.6,OPEN,FALSE,99.8,13.7,0,0,125000,6,3849,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-30T03:26:59.363Z,7,9.5,0
s31lb,1748576819444442859,3.6,OPEN,FALSE,99.9,13.8,0,0,125000,4,3850,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-119,2025-05-30T03:46:59.155Z,7,8,-2
s31lb,1748578019235273840,3.6,OPEN,FALSE,99.9,13.8,0,0,125000,5,3851,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-119,2025-05-30T04:06:58.948Z,7,8.8,-6.2
s31lb,1748579219023471501,3.6,OPEN,FALSE,99.9,13.9,0,0,125000,2,3852,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-104,2025-05-30T04:26:58.740Z,7,-7.8,7
s31lb,1748580418813094390,3.6,OPEN,FALSE,99.9,13.9,0,0,125000,2,3853,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-30T04:46:58.531Z,7,6.5,0
s31lb,1748581618593621553,3.606,OPEN,FALSE,99.9,14,0,0,125000,7,3854,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-98,2025-05-30T05:06:58.323Z,7,-2.5,7.5
s31lb,1748582818407619785,3.6,OPEN,FALSE,99.9,14.3,0,0,125000,1,3855,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-30T05:26:58.116Z,7,8.5,0
s31lb,1748584018207756306,3.6,OPEN,FALSE,99.9,14.2,0,0,125000,5,3856,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-119,2025-05-30T05:46:57.909Z,7,9.2,-4
s31lb,1748585218005951135,3.606,OPEN,FALSE,99.9,14.2,0,0,125000,7,3857,0,eui-00007076ff031372,unknown,0,0,0,0,-97,0,2025-05-30T06:06:57.701Z,7,7.5,0
s31lb,1748586417768597161,3.606,OPEN,FALSE,99.8,14.3,0,0,125000,3,3858,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-118,2025-05-30T06:26:57.493Z,7,9,-0.5
s31lb,1748587617583542990,3.606,OPEN,FALSE,99.7,14.4,0,0,125000,4,3859,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-118,2025-05-30T06:46:57.285Z,7,9.5,0.8
s31lb,1748588817384215925,3.606,OPEN,FALSE,99.6,14.4,0,0,125000,1,3860,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-119,2025-05-30T07:06:57.077Z,7,9.5,-1.8
s31lb,1748590017172961573,3.6,OPEN,FALSE,99.5,14.6,0,0,125000,2,3861,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-113,2025-05-30T07:26:56.868Z,7,7.2,3.5
s31lb,1748591216945129213,3.606,OPEN,FALSE,99.4,14.8,0,0,125000,7,3862,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-101,2025-05-30T07:46:56.660Z,7,-2,7.2
s31lb,1748592416748133501,3.606,OPEN,FALSE,99.1,14.8,0,0,125000,1,3863,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-30T08:06:56.453Z,7,8.2,0
s31lb,1748593616541637568,3.606,OPEN,FALSE,99.1,14.8,0,0,125000,6,3864,0,eui-00007076ff031372,unknown,0,0,0,0,-102,0,2025-05-30T08:26:56.244Z,7,10,0
s31lb,1748594816348041284,3.606,OPEN,FALSE,99,14.8,0,0,125000,6,3865,0,eui-00007076ff031372,unknown,0,0,0,0,-99,0,2025-05-30T08:46:56.035Z,7,9.2,0
s31lb,1748596016118804117,3.606,OPEN,FALSE,98.9,14.8,0,0,125000,3,3866,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-116,2025-05-30T09:06:55.827Z,7,9.2,0.2
s31lb,1748597215923505119,3.606,OPEN,FALSE,98.9,14.7,0,0,125000,5,3867,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-117,2025-05-30T09:26:55.618Z,7,9,3.8
s31lb,1748598415699984698,3.606,OPEN,FALSE,98.4,14.9,0,0,125000,1,3868,0,eui-00007076ff031372,unknown,0,0,0,0,-99,0,2025-05-30T09:46:55.409Z,7,8.5,0
s31lb,1748599615510206837,3.606,OPEN,FALSE,98.4,15.3,0,0,125000,2,3869,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-105,-116,2025-05-30T10:06:55.201Z,7,6.8,-2.8
s31lb,1748600815289785335,3.606,OPEN,FALSE,98.2,15.2,0,0,125000,7,3870,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-117,2025-05-30T10:26:54.991Z,7,6.2,-3.8
s31lb,1748602015091966889,3.606,OPEN,FALSE,98.1,15.2,0,0,125000,0,3871,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-106,-116,2025-05-30T10:46:54.782Z,7,9.2,0.5
s31lb,1748603214864911391,3.606,OPEN,FALSE,98,15.1,0,0,125000,6,3872,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-116,2025-05-30T11:06:54.574Z,7,9.5,1.2
s31lb,1748604414661970701,3.606,OPEN,FALSE,98.1,15.1,0,0,125000,7,3873,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-114,2025-05-30T11:26:54.366Z,7,6.8,3.2
s31lb,1748605614470022540,3.606,OPEN,FALSE,97.7,15.3,0,0,125000,4,3874,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-116,2025-05-30T11:46:54.157Z,7,10.2,3.8
s31lb,1748606814238612002,3.606,OPEN,FALSE,97.3,15.4,0,0,125000,4,3875,0,eui-00007076ff031372,eui-00007076ff032b3f,0,0,0,0,-104,-122,2025-05-30T12:06:53.948Z,7,9.5,-7
s31lb,1748608014029879430,3.606,OPEN,FALSE,97.1,15.4,0,0,125000,2,3876,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-101,2025-05-30T12:26:53.738Z,7,-5.2,7.2
s31lb,1748609213827246981,3.606,OPEN,FALSE,97.2,15.1,0,0,125000,3,3877,0,eui-00007076ff031372,unknown,0,0,0,0,-100,0,2025-05-30T12:46:53.529Z,7,9,0
s31lb,1748610413600411548,3.606,OPEN,FALSE,97.5,15.4,0,0,125000,0,3878,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-102,-119,2025-05-30T13:06:53.320Z,7,7.8,-6.8
s31lb,1748611613399063326,3.606,OPEN,FALSE,97.2,15,0,0,125000,0,3879,0,eui-00007076ff031372,unknown,0,0,0,0,-98,0,2025-05-30T13:26:53.112Z,7,8.5,0
s31lb,1748612813199220919,3.606,OPEN,FALSE,97.5,15,0,0,125000,5,3880,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-117,2025-05-30T13:46:52.903Z,7,8.8,2.2
s31lb,1748614012979076529,3.606,OPEN,FALSE,97.5,14.9,0,0,125000,6,3881,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-113,2025-05-30T14:06:52.695Z,7,9.2,-9
s31lb,1748615212764335921,3.606,OPEN,FALSE,97.8,14.6,0,0,125000,3,3882,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-118,2025-05-30T14:26:52.487Z,7,9.2,0.2
s31lb,1748616412567276708,3.606,OPEN,FALSE,97.8,14.5,0,0,125000,5,3883,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-30T14:46:52.278Z,7,9.5,0
s31lb,1748617612367814222,3.606,OPEN,FALSE,97.9,14.4,0,0,125000,1,3884,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-30T15:06:52.070Z,7,9.2,0
s31lb,1748618812147166507,3.606,OPEN,FALSE,98.1,14.2,0,0,125000,3,3885,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-113,2025-05-30T15:26:51.861Z,7,9,3
s31lb,1748620011947351611,3.606,OPEN,FALSE,98.1,14.3,0,0,125000,0,3886,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-118,2025-05-30T15:46:51.652Z,7,5.5,1
s31lb,1748621211738366747,3.606,OPEN,FALSE,98,14.3,0,0,125000,0,3887,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-117,2025-05-30T16:06:51.445Z,7,9.8,-1.5
s31lb,1748622411539361972,3.606,OPEN,FALSE,97.8,14.2,0,0,125000,6,3888,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-113,2025-05-30T16:26:51.237Z,7,10,-1.5
s31lb,1748623611330580654,3.606,OPEN,FALSE,97.3,14.3,0,0,125000,7,3889,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-99,-116,2025-05-30T16:46:51.029Z,7,7.8,-1
s31lb,1748624811131386074,3.606,OPEN,FALSE,96.7,14.4,0,0,125000,3,3890,0,eui-00007076ff031372,unknown,0,0,0,0,-100,0,2025-05-30T17:06:50.822Z,7,9,0
s31lb,1748626010904568362,3.606,OPEN,FALSE,96.6,14.5,0,0,125000,5,3891,0,eui-00007076ff031372,unknown,0,0,0,0,-101,0,2025-05-30T17:26:50.614Z,7,10,0
s31lb,1748627210706351822,3.6,OPEN,FALSE,96.1,14.5,0,0,125000,2,3892,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-102,-117,2025-05-30T17:46:50.406Z,7,7,-2.2
s31lb,1748628410488412873,3.606,OPEN,FALSE,95.8,14.4,0,0,125000,2,3893,0,eui-7076ff0056070bb4,eui-00007076ff031372,0,0,0,0,-118,-99,2025-05-30T18:06:50.197Z,7,-2.8,7.5
s31lb,1748629610280685838,3.606,OPEN,FALSE,95.7,14.4,0,0,125000,0,3894,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-100,-118,2025-05-30T18:26:49.989Z,7,9.2,1.5
s31lb,1748630810067574610,3.606,OPEN,FALSE,95.5,14.2,0,0,125000,1,3895,0,eui-00007076ff031372,eui-00007076ff031358,0,0,0,0,-104,-119,2025-05-30T18:46:49.780Z,7,9.8,-7.2
s31lb,1748632009872484392,3.606,OPEN,FALSE,95.6,14.2,0,0,125000,6,3896,0,eui-00007076ff031372,eui-7076ff0056070bb4,0,0,0,0,-101,-115,2025-05-30T19:06:49.573Z,7,10,0
